user_id,gender,age,city,registration_date,acquisition_channel,vip_level
1,女,37,杭州,2026-03-13,搜索引擎,L0
2,男,25,杭州,2026-04-10,广告投放,L0
3,男,26,杭州,2026-02-13,直接访问,L1
4,男,26,重庆,2026-06-02,直接访问,L1
5,男,34,武汉,2026-01-05,广告投放,L2
6,女,24,武汉,2026-02-13,邮件营销,L1
7,女,25,深圳,2026-06-06,广告投放,L1
8,男,29,广州,2026-01-03,渠道合作,L1
9,女,34,西安,2026-05-05,广告投放,L0
10,女,18,上海,2026-01-29,搜索引擎,L4
11,女,39,重庆,2026-06-10,渠道合作,L1
12,女,18,南京,2026-04-03,搜索引擎,L5
13,男,23,重庆,2026-02-20,直接访问,L3
14,男,26,广州,2026-02-08,直接访问,L2
15,女,29,重庆,2026-01-12,广告投放,L3
16,男,25,北京,2026-04-13,渠道合作,L1
17,女,36,广州,2026-03-17,邮件营销,L5
18,女,18,西安,2026-02-13,渠道合作,L1
19,女,30,广州,2026-02-07,直接访问,L1
20,女,22,杭州,2026-03-20,邮件营销,L1
21,男,29,成都,2026-05-26,广告投放,L4
22,男,27,杭州,2026-05-10,渠道合作,L1
23,男,32,西安,2026-03-08,广告投放,L1
24,男,41,重庆,2026-02-15,广告投放,L1
25,男,18,杭州,2026-06-21,直接访问,L0
26,男,35,成都,2026-01-03,直接访问,L1
27,女,18,北京,2026-04-23,直接访问,L0
28,男,31,成都,2026-06-22,邮件营销,L1
29,男,31,成都,2026-02-15,广告投放,L0
30,男,20,成都,2026-02-21,邮件营销,L2
31,女,27,成都,2026-02-05,邮件营销,L3
32,男,35,广州,2026-01-11,社交媒体,L1
33,女,36,南京,2026-05-03,直接访问,L2
34,女,18,西安,2025-12-28,社交媒体,L0
35,女,45,上海,2026-01-31,直接访问,L0
36,女,57,武汉,2026-02-04,直接访问,L0
37,女,38,北京,2026-01-28,广告投放,L4
38,女,44,重庆,2026-04-01,社交媒体,L5
39,男,50,重庆,2026-01-29,广告投放,L2
40,男,36,深圳,2026-05-22,社交媒体,L2
41,女,54,成都,2026-05-22,渠道合作,L2
42,男,33,南京,2026-03-07,社交媒体,L1
43,男,29,杭州,2026-06-03,广告投放,L2
44,女,59,北京,2026-01-28,直接访问,L5
45,女,29,重庆,2026-01-17,邮件营销,L4
46,女,39,广州,2026-05-09,广告投放,L3
47,女,22,重庆,2026-01-15,搜索引擎,L4
48,女,26,南京,2026-04-27,搜索引擎,L2
49,男,23,西安,2026-03-30,直接访问,L3
50,女,21,武汉,2026-02-07,邮件营销,L0
51,女,37,深圳,2026-05-29,直接访问,L0
52,男,65,广州,2026-01-31,广告投放,L2
53,女,31,成都,2026-05-23,搜索引擎,L3
54,男,26,成都,2026-05-06,渠道合作,L1
55,女,24,杭州,2026-03-15,广告投放,L3
56,男,38,广州,2026-02-28,广告投放,L0
57,男,42,广州,2026-03-02,广告投放,L2
58,男,25,杭州,2026-03-26,渠道合作,L3
59,女,18,成都,2026-02-07,直接访问,L2
60,女,28,武汉,2026-02-27,邮件营销,L2
61,女,25,北京,2026-04-09,渠道合作,L3
62,男,29,杭州,2026-01-31,广告投放,L0
63,男,47,上海,2026-03-15,广告投放,L1
64,男,45,北京,2026-01-28,邮件营销,L2
65,男,29,深圳,2026-06-08,广告投放,L1
66,男,32,广州,2026-02-20,社交媒体,L4
67,女,20,上海,2026-04-18,邮件营销,L0
68,男,37,西安,2026-05-20,邮件营销,L3
69,男,31,西安,2026-03-26,邮件营销,L1
70,女,18,深圳,2026-04-10,直接访问,L3
71,男,39,北京,2026-01-11,社交媒体,L1
72,男,38,杭州,2026-03-20,广告投放,L1
73,女,25,北京,2026-06-11,渠道合作,L1
74,男,18,广州,2026-03-30,直接访问,L0
75,男,35,深圳,2026-01-28,社交媒体,L1
76,男,30,广州,2026-01-31,广告投放,L1
77,男,50,重庆,2026-02-21,搜索引擎,L3
78,男,36,武汉,2026-01-30,渠道合作,L2
79,男,18,南京,2026-01-05,邮件营销,L1
80,女,32,重庆,2026-01-30,邮件营销,L3
81,女,18,武汉,2026-04-15,社交媒体,L0
82,男,28,广州,2026-06-05,邮件营销,L0
83,男,44,重庆,2026-02-18,广告投放,L0
84,女,39,杭州,2026-04-29,渠道合作,L3
85,女,34,杭州,2026-01-02,广告投放,L2
86,男,32,重庆,2026-06-04,直接访问,L2
87,女,23,武汉,2026-01-16,直接访问,L4
88,女,47,南京,2026-04-11,渠道合作,L1
89,男,36,南京,2026-01-19,搜索引擎,L0
90,男,21,重庆,2026-05-27,广告投放,L5
91,男,49,广州,2026-01-30,邮件营销,L4
92,女,18,重庆,2026-03-01,搜索引擎,L0
93,女,43,北京,2026-05-25,社交媒体,L2
94,男,27,北京,2026-04-22,邮件营销,L0
95,男,30,成都,2026-03-11,广告投放,L3
96,女,31,广州,2026-03-21,邮件营销,L2
97,女,27,重庆,2026-05-02,渠道合作,L0
98,女,38,北京,2026-01-02,直接访问,L3
99,男,35,上海,2026-05-21,渠道合作,L3
100,男,24,北京,2026-02-21,渠道合作,L5
101,女,18,杭州,2026-04-28,邮件营销,L2
102,男,25,成都,2026-04-10,广告投放,L5
103,女,20,上海,2026-05-05,广告投放,L1
104,男,18,武汉,2026-04-06,搜索引擎,L3
105,女,44,北京,2026-02-11,广告投放,L0
106,女,30,杭州,2026-04-16,搜索引擎,L1
107,男,35,南京,2026-05-12,广告投放,L1
108,男,22,上海,2026-03-20,邮件营销,L0
109,女,19,成都,2026-01-28,邮件营销,L1
110,男,18,西安,2026-02-11,渠道合作,L1
111,男,25,重庆,2026-04-07,渠道合作,L0
112,男,29,北京,2026-03-22,搜索引擎,L3
113,女,26,南京,2026-06-16,渠道合作,L0
114,男,26,南京,2026-05-27,搜索引擎,L2
115,男,36,武汉,2026-06-10,渠道合作,L2
116,男,24,广州,2026-06-06,社交媒体,L0
117,男,25,重庆,2026-02-25,直接访问,L1
118,女,21,广州,2026-05-30,直接访问,L1
119,女,36,南京,2026-03-05,直接访问,L2
120,男,48,成都,2026-05-13,广告投放,L2
121,女,18,成都,2026-04-26,邮件营销,L0
122,男,37,南京,2026-03-04,直接访问,L0
123,男,35,深圳,2026-05-24,渠道合作,L5
124,男,31,广州,2026-03-22,渠道合作,L4
125,女,44,杭州,2026-04-06,渠道合作,L5
126,男,31,北京,2026-04-17,广告投放,L0
127,女,29,深圳,2026-05-08,邮件营销,L1
128,男,33,南京,2026-01-14,搜索引擎,L1
129,女,42,北京,2026-02-06,邮件营销,L0
130,女,26,南京,2026-06-15,渠道合作,L1
131,男,36,上海,2026-03-22,渠道合作,L4
132,男,38,广州,2026-02-07,社交媒体,L4
133,女,30,重庆,2026-04-21,邮件营销,L0
134,女,33,杭州,2026-05-25,邮件营销,L0
135,女,40,重庆,2026-04-07,搜索引擎,L3
136,女,28,广州,2026-05-16,邮件营销,L1
137,男,18,武汉,2026-06-01,搜索引擎,L1
138,男,41,武汉,2026-03-12,社交媒体,L1
139,女,23,北京,2026-04-18,广告投放,L2
140,女,27,成都,2026-01-20,直接访问,L1
141,女,32,西安,2026-01-20,邮件营销,L3
142,男,27,深圳,2026-03-19,邮件营销,L0
143,女,27,上海,2026-06-09,社交媒体,L2
144,女,26,杭州,2026-01-11,广告投放,L0
145,男,27,西安,2026-04-11,渠道合作,L2
146,男,18,上海,2026-02-03,直接访问,L0
147,女,33,深圳,2026-03-12,邮件营销,L4
148,女,39,北京,2026-04-13,广告投放,L1
149,男,33,成都,2026-02-07,社交媒体,L1
150,男,33,西安,2026-05-09,渠道合作,L0
151,男,21,杭州,2026-04-28,直接访问,L2
152,男,24,重庆,2026-04-28,社交媒体,L1
153,女,31,上海,2026-05-30,社交媒体,L1
154,男,40,广州,2026-01-04,渠道合作,L0
155,男,24,西安,2026-03-28,广告投放,L0
156,男,41,深圳,2026-05-06,直接访问,L0
157,女,18,武汉,2026-02-26,直接访问,L1
158,男,33,广州,2025-12-27,渠道合作,L0
159,女,42,广州,2026-05-26,搜索引擎,L0
160,男,28,上海,2026-03-01,渠道合作,L1
161,男,28,南京,2026-03-02,邮件营销,L0
162,男,34,西安,2026-02-13,社交媒体,L2
163,女,29,重庆,2026-02-20,社交媒体,L0
164,男,42,杭州,2026-04-13,社交媒体,L4
165,男,29,南京,2026-03-24,渠道合作,L3
166,男,28,武汉,2026-01-10,搜索引擎,L0
167,女,35,上海,2026-06-17,搜索引擎,L4
168,男,40,上海,2026-01-27,社交媒体,L2
169,女,43,重庆,2026-02-04,搜索引擎,L3
170,女,25,成都,2026-03-17,广告投放,L0
171,男,33,北京,2026-01-17,搜索引擎,L0
172,女,33,上海,2026-06-10,邮件营销,L1
173,女,32,上海,2026-06-02,邮件营销,L0
174,女,35,西安,2026-01-29,广告投放,L1
175,女,42,武汉,2026-05-21,邮件营销,L0
176,女,36,成都,2026-05-28,社交媒体,L2
177,女,59,北京,2026-06-12,搜索引擎,L1
178,男,29,上海,2026-02-22,广告投放,L5
179,男,29,深圳,2026-05-04,直接访问,L2
180,男,44,南京,2026-05-01,渠道合作,L0
181,男,26,上海,2026-04-29,直接访问,L3
182,男,33,北京,2026-04-12,直接访问,L1
183,女,24,上海,2026-01-04,邮件营销,L0
184,男,31,上海,2025-12-27,广告投放,L1
185,女,34,南京,2026-05-11,社交媒体,L2
186,女,51,杭州,2026-01-26,渠道合作,L2
187,女,45,重庆,2026-05-30,邮件营销,L2
188,女,42,武汉,2026-05-23,直接访问,L0
189,女,36,上海,2026-03-30,社交媒体,L4
190,女,29,深圳,2026-04-03,社交媒体,L1
191,男,18,上海,2026-03-13,社交媒体,L2
192,男,37,武汉,2026-01-07,广告投放,L2
193,女,25,上海,2026-02-24,直接访问,L4
194,女,42,上海,2026-01-05,社交媒体,L3
195,男,27,广州,2026-01-17,社交媒体,L5
196,女,20,杭州,2026-05-26,广告投放,L2
197,女,18,杭州,2026-02-23,直接访问,L0
198,男,18,南京,2026-06-21,渠道合作,L3
199,男,31,北京,2026-01-29,直接访问,L2
200,女,34,杭州,2026-02-04,邮件营销,L0
201,男,55,重庆,2026-02-20,广告投放,L0
202,女,25,成都,2026-04-13,邮件营销,L3
203,男,26,北京,2026-03-06,搜索引擎,L3
204,女,26,成都,2026-06-18,直接访问,L1
205,女,28,上海,2026-06-04,搜索引擎,L2
206,女,20,成都,2026-06-21,邮件营销,L0
207,女,23,重庆,2026-03-27,社交媒体,L0
208,女,33,重庆,2026-05-26,搜索引擎,L3
209,男,33,上海,2026-06-15,广告投放,L1
210,女,34,西安,2026-04-13,搜索引擎,L0
211,男,41,广州,2026-04-25,搜索引擎,L1
212,女,32,广州,2026-05-22,广告投放,L3
213,男,20,杭州,2026-04-26,搜索引擎,L0
214,女,24,武汉,2026-01-20,邮件营销,L4
215,男,26,武汉,2026-04-27,搜索引擎,L3
216,男,38,武汉,2026-04-08,搜索引擎,L0
217,男,22,上海,2026-05-09,广告投放,L0
218,女,33,成都,2026-03-07,社交媒体,L3
219,男,28,杭州,2026-04-11,邮件营销,L3
220,女,43,上海,2026-01-27,广告投放,L1
221,女,29,成都,2026-06-07,搜索引擎,L0
222,女,50,深圳,2026-05-05,社交媒体,L0
223,男,43,西安,2026-02-19,搜索引擎,L0
224,女,27,广州,2026-05-26,邮件营销,L3
225,女,21,上海,2026-06-09,渠道合作,L0
226,女,39,南京,2026-05-28,广告投放,L2
227,男,19,重庆,2026-05-08,邮件营销,L5
228,男,48,成都,2026-06-23,搜索引擎,L0
229,女,37,南京,2026-04-21,广告投放,L0
230,男,49,南京,2026-01-30,社交媒体,L3
231,女,37,西安,2026-02-13,社交媒体,L0
232,男,29,武汉,2026-06-09,直接访问,L2
233,男,31,成都,2026-04-01,渠道合作,L1
234,女,18,北京,2026-02-14,邮件营销,L0
235,男,44,成都,2026-04-21,直接访问,L0
236,男,39,北京,2025-12-27,广告投放,L5
237,男,18,北京,2026-01-15,搜索引擎,L3
238,男,31,北京,2026-03-19,直接访问,L1
239,女,18,成都,2026-01-14,搜索引擎,L2
240,男,20,武汉,2026-02-01,广告投放,L0
241,女,32,上海,2026-04-24,广告投放,L3
242,女,25,深圳,2025-12-28,渠道合作,L2
243,男,33,西安,2026-02-17,渠道合作,L1
244,男,41,西安,2026-06-21,渠道合作,L0
245,男,21,武汉,2026-06-12,邮件营销,L2
246,男,26,成都,2026-05-04,搜索引擎,L2
247,女,32,西安,2026-05-18,社交媒体,L2
248,男,33,北京,2026-03-23,广告投放,L0
249,男,35,深圳,2026-01-16,广告投放,L0
250,男,42,重庆,2025-12-29,广告投放,L0
251,男,18,广州,2026-03-18,搜索引擎,L4
252,男,26,上海,2026-06-12,邮件营销,L2
253,女,48,西安,2026-03-17,广告投放,L1
254,男,18,杭州,2026-06-22,渠道合作,L1
255,男,48,武汉,2026-04-23,直接访问,L2
256,女,18,重庆,2026-04-15,直接访问,L1
257,女,43,南京,2026-01-12,广告投放,L5
258,男,24,西安,2026-05-08,社交媒体,L1
259,男,41,北京,2026-04-05,邮件营销,L0
260,女,27,重庆,2026-01-04,渠道合作,L0
261,女,37,北京,2026-02-23,直接访问,L2
262,女,18,成都,2026-04-29,广告投放,L1
263,男,32,深圳,2026-01-27,搜索引擎,L0
264,男,25,杭州,2026-02-25,邮件营销,L0
265,男,41,南京,2026-01-14,社交媒体,L1
266,女,35,武汉,2026-01-03,渠道合作,L1
267,女,24,杭州,2026-04-05,直接访问,L2
268,男,37,杭州,2026-01-18,渠道合作,L0
269,女,30,上海,2026-04-30,直接访问,L3
270,女,31,南京,2026-05-08,直接访问,L2
271,女,40,上海,2026-05-22,搜索引擎,L2
272,女,50,重庆,2026-04-22,直接访问,L3
273,男,25,上海,2026-04-12,邮件营销,L3
274,女,28,成都,2026-02-12,搜索引擎,L3
275,男,30,成都,2026-06-01,直接访问,L1
276,男,33,武汉,2026-04-20,邮件营销,L1
277,男,25,成都,2026-03-23,搜索引擎,L2
278,女,18,上海,2026-03-06,渠道合作,L1
279,女,18,杭州,2026-03-31,邮件营销,L1
280,男,54,杭州,2026-06-12,广告投放,L1
281,女,37,杭州,2026-05-12,社交媒体,L0
282,男,40,重庆,2026-05-08,广告投放,L4
283,男,18,深圳,2026-06-09,邮件营销,L0
284,女,31,广州,2026-05-28,搜索引擎,L2
285,男,21,西安,2026-01-29,邮件营销,L0
286,女,32,西安,2026-04-29,广告投放,L1
287,女,26,西安,2026-02-26,社交媒体,L0
288,女,32,成都,2026-01-25,广告投放,L0
289,女,27,西安,2026-06-15,直接访问,L0
290,男,21,南京,2026-05-18,社交媒体,L3
291,女,34,北京,2026-01-08,搜索引擎,L0
292,女,24,上海,2026-05-06,直接访问,L0
293,男,44,西安,2026-01-25,直接访问,L1
294,女,48,广州,2026-01-22,邮件营销,L2
295,男,41,武汉,2026-05-13,广告投放,L3
296,女,43,西安,2026-04-17,邮件营销,L0
297,女,18,成都,2026-03-19,直接访问,L2
298,男,19,上海,2026-06-11,广告投放,L3
299,女,38,广州,2026-05-28,渠道合作,L0
300,男,18,成都,2026-04-27,搜索引擎,L5
301,男,31,深圳,2026-06-22,渠道合作,L2
302,女,33,重庆,2026-05-19,搜索引擎,L0
303,女,31,武汉,2026-02-23,广告投放,L5
304,女,35,南京,2026-02-26,广告投放,L0
305,女,24,武汉,2026-05-25,直接访问,L2
306,男,34,深圳,2026-05-17,直接访问,L0
307,男,19,北京,2026-04-19,社交媒体,L3
308,女,24,上海,2026-01-24,渠道合作,L4
309,女,18,北京,2026-01-04,搜索引擎,L1
310,男,44,南京,2026-01-02,搜索引擎,L3
311,男,37,杭州,2026-02-10,社交媒体,L0
312,男,26,深圳,2026-02-14,搜索引擎,L2
313,女,18,北京,2026-05-30,渠道合作,L4
314,男,29,广州,2026-02-19,直接访问,L3
315,男,37,深圳,2026-02-03,搜索引擎,L0
316,男,32,上海,2026-02-10,广告投放,L1
317,男,29,上海,2026-05-24,渠道合作,L5
318,女,46,重庆,2026-01-16,社交媒体,L0
319,男,25,北京,2026-01-26,广告投放,L2
320,女,28,武汉,2026-05-15,广告投放,L1
321,女,36,杭州,2026-05-03,广告投放,L1
322,女,39,成都,2026-06-17,渠道合作,L0
323,女,26,杭州,2026-03-30,渠道合作,L3
324,女,28,西安,2026-01-26,邮件营销,L0
325,男,30,北京,2026-04-03,广告投放,L2
326,女,27,武汉,2026-01-26,邮件营销,L1
327,男,30,重庆,2026-05-21,邮件营销,L1
328,男,49,西安,2026-01-09,邮件营销,L0
329,女,30,上海,2026-06-07,搜索引擎,L0
330,女,28,武汉,2026-06-03,搜索引擎,L1
331,女,32,广州,2025-12-29,邮件营销,L2
332,女,24,南京,2026-03-29,直接访问,L2
333,男,18,深圳,2026-02-15,社交媒体,L2
334,男,22,西安,2026-05-27,邮件营销,L1
335,男,24,北京,2026-03-20,直接访问,L5
336,男,30,深圳,2025-12-28,渠道合作,L0
337,女,26,上海,2026-03-11,搜索引擎,L3
338,男,32,上海,2026-02-04,渠道合作,L1
339,女,37,西安,2026-01-15,直接访问,L4
340,男,42,西安,2026-01-22,直接访问,L0
341,女,31,北京,2026-01-17,邮件营销,L0
342,男,52,武汉,2026-05-23,直接访问,L0
343,男,29,南京,2025-12-31,渠道合作,L2
344,男,48,成都,2026-02-09,渠道合作,L5
345,女,26,杭州,2026-06-02,广告投放,L3
346,男,35,武汉,2026-03-21,广告投放,L2
347,女,38,成都,2026-01-04,社交媒体,L0
348,女,46,重庆,2026-05-25,邮件营销,L0
349,女,37,广州,2026-03-10,直接访问,L0
350,女,39,重庆,2026-04-21,搜索引擎,L2
351,女,26,重庆,2026-05-09,广告投放,L1
352,女,20,北京,2026-03-26,渠道合作,L0
353,女,43,武汉,2026-01-13,渠道合作,L3
354,男,39,深圳,2026-03-15,广告投放,L3
355,男,48,杭州,2026-01-21,搜索引擎,L2
356,男,24,深圳,2026-06-20,直接访问,L2
357,男,26,西安,2026-06-20,广告投放,L2
358,女,35,上海,2026-05-31,社交媒体,L0
359,男,22,南京,2026-04-25,邮件营销,L2
360,女,35,深圳,2026-04-27,社交媒体,L1
361,男,23,深圳,2026-03-22,直接访问,L2
362,女,30,成都,2026-05-08,邮件营销,L0
363,男,37,武汉,2026-06-20,直接访问,L5
364,男,22,西安,2026-04-16,搜索引擎,L0
365,男,26,北京,2026-03-09,社交媒体,L0
366,男,39,西安,2026-01-28,社交媒体,L1
367,男,30,杭州,2026-04-21,广告投放,L0
368,男,45,武汉,2026-06-20,搜索引擎,L4
369,女,25,重庆,2026-05-31,广告投放,L2
370,男,36,南京,2026-05-19,广告投放,L0
371,男,35,南京,2026-03-30,搜索引擎,L0
372,女,29,成都,2026-03-10,广告投放,L0
373,男,18,武汉,2026-03-09,渠道合作,L4
374,女,40,深圳,2026-01-15,邮件营销,L0
375,男,39,西安,2026-02-24,邮件营销,L2
376,男,19,杭州,2026-01-28,广告投放,L1
377,男,25,重庆,2026-01-06,渠道合作,L2
378,女,48,上海,2026-04-04,广告投放,L2
379,女,53,成都,2026-01-06,搜索引擎,L1
380,男,41,成都,2026-03-31,直接访问,L2
381,女,48,南京,2026-03-18,渠道合作,L3
382,女,29,广州,2026-02-06,直接访问,L0
383,女,47,深圳,2026-02-09,渠道合作,L0
384,女,34,重庆,2026-04-06,搜索引擎,L3
385,男,31,南京,2026-03-03,广告投放,L1
386,男,24,武汉,2026-06-18,直接访问,L1
387,女,18,重庆,2026-01-04,广告投放,L0
388,女,34,南京,2026-04-13,搜索引擎,L0
389,男,18,上海,2026-06-12,社交媒体,L5
390,女,44,武汉,2026-01-14,邮件营销,L2
391,男,52,成都,2025-12-30,社交媒体,L4
392,女,21,武汉,2026-06-12,直接访问,L1
393,男,22,成都,2026-02-25,搜索引擎,L1
394,男,43,重庆,2026-02-16,社交媒体,L1
395,女,26,广州,2026-05-30,邮件营销,L1
396,女,19,上海,2026-06-15,渠道合作,L2
397,女,34,重庆,2026-01-03,邮件营销,L0
398,女,39,西安,2026-02-13,邮件营销,L0
399,男,28,上海,2026-01-14,搜索引擎,L2
400,女,22,成都,2026-06-01,直接访问,L3
401,女,27,广州,2026-02-05,广告投放,L2
402,男,34,南京,2026-01-27,社交媒体,L2
403,男,26,重庆,2026-01-22,邮件营销,L1
404,女,30,北京,2026-02-02,直接访问,L3
405,女,40,武汉,2026-04-08,社交媒体,L0
406,男,35,深圳,2026-02-24,邮件营销,L1
407,男,31,北京,2026-05-20,直接访问,L1
408,女,46,武汉,2026-06-10,渠道合作,L3
409,女,37,深圳,2026-04-02,邮件营销,L5
410,女,40,武汉,2026-04-22,直接访问,L0
411,男,28,深圳,2025-12-31,直接访问,L0
412,女,29,深圳,2026-04-21,直接访问,L3
413,男,42,深圳,2026-05-02,社交媒体,L4
414,女,23,成都,2026-06-16,直接访问,L5
415,男,32,杭州,2026-06-08,广告投放,L0
416,男,43,重庆,2026-01-03,邮件营销,L0
417,女,33,武汉,2026-05-20,广告投放,L4
418,女,42,重庆,2026-01-01,社交媒体,L4
419,男,31,重庆,2026-03-23,邮件营销,L2
420,男,38,深圳,2026-04-30,渠道合作,L3
421,女,33,武汉,2026-04-18,直接访问,L1
422,男,37,成都,2026-03-29,直接访问,L0
423,男,29,南京,2026-04-24,渠道合作,L2
424,男,18,成都,2026-04-01,直接访问,L0
425,男,28,杭州,2026-02-08,邮件营销,L2
426,男,24,成都,2026-04-23,渠道合作,L0
427,男,23,广州,2026-03-28,社交媒体,L1
428,男,34,广州,2026-05-14,社交媒体,L0
429,男,46,南京,2026-05-09,邮件营销,L2
430,女,24,北京,2026-06-12,邮件营销,L2
431,女,28,深圳,2026-06-16,渠道合作,L3
432,男,37,广州,2026-01-11,广告投放,L1
433,男,29,武汉,2026-03-03,搜索引擎,L2
434,女,25,广州,2026-03-11,社交媒体,L2
435,女,34,广州,2026-02-02,广告投放,L2
436,女,39,成都,2026-02-27,社交媒体,L1
437,女,35,北京,2026-05-15,邮件营销,L1
438,男,51,北京,2026-03-15,直接访问,L2
439,女,25,广州,2026-05-17,邮件营销,L0
440,女,49,上海,2026-02-22,社交媒体,L1
441,女,18,西安,2026-01-03,社交媒体,L2
442,男,25,南京,2026-03-16,搜索引擎,L0
443,女,30,西安,2026-01-10,广告投放,L1
444,男,36,北京,2026-01-12,直接访问,L2
445,女,34,成都,2026-04-16,直接访问,L0
446,男,43,杭州,2026-03-03,渠道合作,L0
447,女,27,成都,2026-04-18,社交媒体,L1
448,男,30,杭州,2026-05-04,渠道合作,L0
449,男,31,武汉,2026-02-22,渠道合作,L2
450,男,34,深圳,2026-03-03,直接访问,L1
451,女,33,上海,2026-06-02,邮件营销,L3
452,女,20,广州,2026-02-21,搜索引擎,L3
453,男,30,杭州,2026-03-07,广告投放,L3
454,男,27,南京,2026-04-17,邮件营销,L1
455,女,38,广州,2026-03-05,广告投放,L1
456,女,25,杭州,2026-01-23,邮件营销,L0
457,男,18,杭州,2026-06-19,搜索引擎,L2
458,男,34,成都,2026-01-02,邮件营销,L2
459,女,38,成都,2026-06-19,直接访问,L4
460,女,28,深圳,2026-01-21,渠道合作,L2
461,女,18,重庆,2026-03-14,社交媒体,L2
462,女,51,上海,2025-12-27,广告投放,L3
463,女,33,南京,2026-06-20,广告投放,L0
464,女,31,南京,2026-04-04,社交媒体,L1
465,男,55,武汉,2026-04-18,搜索引擎,L1
466,男,33,广州,2026-03-23,渠道合作,L1
467,男,43,南京,2026-04-21,社交媒体,L0
468,女,26,广州,2026-04-28,社交媒体,L0
469,女,39,北京,2026-05-29,邮件营销,L0
470,女,37,重庆,2026-02-08,直接访问,L3
471,男,22,深圳,2026-03-12,渠道合作,L0
472,男,41,广州,2026-04-10,渠道合作,L3
473,女,35,北京,2026-01-02,搜索引擎,L3
474,男,39,上海,2026-01-31,搜索引擎,L2
475,男,29,武汉,2026-03-05,渠道合作,L0
476,女,42,武汉,2026-04-30,邮件营销,L3
477,女,32,杭州,2026-01-30,社交媒体,L2
478,女,34,武汉,2026-05-24,渠道合作,L1
479,男,20,深圳,2026-05-01,邮件营销,L3
480,女,39,深圳,2026-06-02,邮件营销,L4
481,男,18,上海,2026-06-16,搜索引擎,L2
482,女,31,重庆,2026-03-11,直接访问,L1
483,女,40,南京,2026-01-21,搜索引擎,L1
484,男,34,重庆,2026-02-10,邮件营销,L4
485,男,39,深圳,2026-02-23,广告投放,L4
486,男,27,北京,2026-05-04,渠道合作,L1
487,男,31,北京,2025-12-27,广告投放,L2
488,女,51,武汉,2026-02-24,邮件营销,L2
489,男,25,深圳,2026-06-11,直接访问,L0
490,男,28,广州,2026-06-03,广告投放,L5
491,男,32,重庆,2026-01-30,社交媒体,L1
492,女,38,广州,2026-01-29,广告投放,L0
493,男,35,重庆,2026-06-11,直接访问,L3
494,女,35,北京,2026-05-01,广告投放,L2
495,男,38,深圳,2026-01-02,搜索引擎,L2
496,女,30,杭州,2026-04-15,广告投放,L2
497,女,23,重庆,2026-04-20,直接访问,L0
498,女,18,杭州,2026-02-06,搜索引擎,L0
499,女,37,西安,2026-01-10,社交媒体,L1
500,男,40,成都,2026-03-05,广告投放,L0
